1,-0.5,-0.5,1.41421
2,-0.444095,0.0417664,1.04942
3,-0.172415,0.0180773,0.82728
4,-0.269659,0.0167269,0.908806
5,-0.20826,0.0402241,0.844408
6,-0.472556,0.291579,0.994638
7,-0.446102,-0.120839,1.13161
8,-0.464533,0.397909,0.969921
9,-0.392508,-0.0797969,1.0643
10,-0.37701,0.161171,0.940187
11,-0.436605,-0.0380738,1.08016
12,-0.300042,0.0498088,0.918009
13,-0.159656,-0.0418696,0.85368
14,-0.3282,0.104043,0.917985
15,-0.435781,-0.148757,1.13867
16,-0.422693,0.107983,1.00252
17,-0.485531,-0.0328898,1.12038
18,-0.494607,0.404512,0.99918
19,-0.488479,0.0744872,1.07617
20,-0.493538,-0.112812,1.16733
21,-0.348071,0.125725,0.926988
22,0.142775,-0.35552,0.927105
23,-0.487879,0.129472,1.05508
24,-0.413365,0.0269374,1.0286
25,-0.467867,0.158099,1.02648
26,-0.456664,0.166771,1.01304
27,0.0612831,-0.272145,0.888077
28,0.134489,-0.438176,1.00686
29,0.069772,-0.266971,0.879398
30,0.00457356,-0.278681,0.922926
31,-0.326906,0.228523,0.87033
32,-0.474632,-0.122159,1.15628
33,-0.315359,0.0810884,0.916677
34,-0.0992306,-0.163957,0.894381
35,0.31968,-0.0734263,0.60111
36,0.145595,-0.136877,0.728845
37,0.162768,-0.333027,0.898699
38,0.155125,-0.0904626,0.683802
39,0.296462,0.00610387,0.534192
40,0.253203,-0.128982,0.675667
41,0.0432044,-0.19575,0.832304
42,0.0253483,-0.253053,0.890159
43,0.106739,-0.100881,0.718131
44,-0.0232194,-0.165907,0.846871
45,0.332099,-0.137976,0.6597
46,0.46621,0.0593987,0.441895
47,0.5,0.5,0
